=== SUMMARY BY STAGE ===
Subject,Age,Gender,Group,Stage,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Correct_Count,Total_Count,Accuracy_Percent
27-014,27,male,ODOR,Baseline,3228,3192,3269,23,24,96
27-014,27,male,ODOR,Filtering,4041,4450,3768,10,12,83
27-014,27,male,ODOR,Correlation,3312,2750,3925,23,24,96

=== SUMMARY BY BLOCK ===
Subject,Age,Gender,Group,Stage,BlockID,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Total_Block_Time_ms,Correct_Count,Total_Count,Accuracy_Percent
27-014,27,male,ODOR,Baseline,Baseline_1,3843,3932,3737,46113,11,12,92
27-014,27,male,ODOR,Baseline,Baseline_2,2665,2451,2878,31978,12,12,100
27-014,27,male,ODOR,Filtering,Filtering_1,4041,4450,3768,48235,10,12,83
27-014,27,male,ODOR,Correlation,Correlation_1,2750,2750,,32996,12,12,100
27-014,27,male,ODOR,Correlation,Correlation_2,3925,,3925,46392,11,12,92

=== RAW DATA ===
Subject,Age,Gender,Group,Stage,BlockID,Trial,Odor,Pitch,Congruency,Response,Correction,RT_ms
27-014,27,male,ODOR,Baseline,Baseline_1,1,PEA,745,congruent,V,correct,4076
27-014,27,male,ODOR,Baseline,Baseline_1,2,PEA,482,incongruent,B,correct,4100
27-014,27,male,ODOR,Baseline,Baseline_1,3,PEA,482,incongruent,B,correct,3613
27-014,27,male,ODOR,Baseline,Baseline_1,4,PEA,482,incongruent,V,incorrect,3838
27-014,27,male,ODOR,Baseline,Baseline_1,5,PEA,482,incongruent,B,correct,3742
27-014,27,male,ODOR,Baseline,Baseline_1,6,PEA,745,congruent,V,correct,3641
27-014,27,male,ODOR,Baseline,Baseline_1,7,PEA,745,congruent,V,correct,3077
27-014,27,male,ODOR,Baseline,Baseline_1,8,PEA,745,congruent,V,correct,4493
27-014,27,male,ODOR,Baseline,Baseline_1,9,PEA,482,incongruent,B,correct,3698
27-014,27,male,ODOR,Baseline,Baseline_1,10,PEA,745,congruent,V,correct,4884
27-014,27,male,ODOR,Baseline,Baseline_1,11,PEA,745,congruent,V,correct,3421
27-014,27,male,ODOR,Baseline,Baseline_1,12,PEA,482,incongruent,B,correct,3530
27-014,27,male,ODOR,Baseline,Baseline_2,1,Indole,745,incongruent,V,correct,2571
27-014,27,male,ODOR,Baseline,Baseline_2,2,Indole,745,incongruent,V,correct,3430
27-014,27,male,ODOR,Baseline,Baseline_2,3,Indole,745,incongruent,V,correct,3219
27-014,27,male,ODOR,Baseline,Baseline_2,4,Indole,482,congruent,B,correct,2370
27-014,27,male,ODOR,Baseline,Baseline_2,5,Indole,482,congruent,B,correct,2362
27-014,27,male,ODOR,Baseline,Baseline_2,6,Indole,482,congruent,B,correct,2234
27-014,27,male,ODOR,Baseline,Baseline_2,7,Indole,482,congruent,B,correct,2604
27-014,27,male,ODOR,Baseline,Baseline_2,8,Indole,482,congruent,B,correct,2554
27-014,27,male,ODOR,Baseline,Baseline_2,9,Indole,745,incongruent,V,correct,3034
27-014,27,male,ODOR,Baseline,Baseline_2,10,Indole,745,incongruent,V,correct,2731
27-014,27,male,ODOR,Baseline,Baseline_2,11,Indole,482,congruent,B,correct,2583
27-014,27,male,ODOR,Baseline,Baseline_2,12,Indole,745,incongruent,V,correct,2286
27-014,27,male,ODOR,Filtering,Filtering_1,1,Indole,745,incongruent,V,correct,2300
27-014,27,male,ODOR,Filtering,Filtering_1,2,PEA,745,congruent,V,correct,3622
27-014,27,male,ODOR,Filtering,Filtering_1,3,Indole,745,incongruent,V,correct,3827
27-014,27,male,ODOR,Filtering,Filtering_1,4,PEA,745,congruent,V,correct,2848
27-014,27,male,ODOR,Filtering,Filtering_1,5,PEA,482,incongruent,B,correct,3869
27-014,27,male,ODOR,Filtering,Filtering_1,6,Indole,482,congruent,B,correct,6439
27-014,27,male,ODOR,Filtering,Filtering_1,7,Indole,745,incongruent,V,correct,3941
27-014,27,male,ODOR,Filtering,Filtering_1,8,Indole,482,congruent,V,incorrect,3085
27-014,27,male,ODOR,Filtering,Filtering_1,9,PEA,745,congruent,B,incorrect,4737
27-014,27,male,ODOR,Filtering,Filtering_1,10,PEA,482,incongruent,B,correct,4849
27-014,27,male,ODOR,Filtering,Filtering_1,11,Indole,482,congruent,B,correct,4893
27-014,27,male,ODOR,Filtering,Filtering_1,12,PEA,482,incongruent,B,correct,3825
27-014,27,male,ODOR,Correlation,Correlation_1,1,PEA,745,congruent,V,correct,2584
27-014,27,male,ODOR,Correlation,Correlation_1,2,Indole,482,congruent,B,correct,2399
27-014,27,male,ODOR,Correlation,Correlation_1,3,PEA,745,congruent,V,correct,2830
27-014,27,male,ODOR,Correlation,Correlation_1,4,Indole,482,congruent,B,correct,2847
27-014,27,male,ODOR,Correlation,Correlation_1,5,Indole,482,congruent,B,correct,2146
27-014,27,male,ODOR,Correlation,Correlation_1,6,Indole,482,congruent,B,correct,3039
