=== SUMMARY BY STAGE ===
Subject,Age,Gender,Group,Stage,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Correct_Count,Total_Count,Accuracy_Percent
34-013,34,female,PITCH,Baseline,1989,2083,1896,24,24,100
34-013,34,female,PITCH,Filtering,2370,2137,2557,9,12,75
34-013,34,female,PITCH,Correlation,2101,1735,2500,23,24,96

=== SUMMARY BY BLOCK ===
Subject,Age,Gender,Group,Stage,BlockID,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Total_Block_Time_ms,Correct_Count,Total_Count,Accuracy_Percent
34-013,34,female,PITCH,Baseline,Baseline_1,2073,2226,1919,24873,12,12,100
34-013,34,female,PITCH,Baseline,Baseline_2,1906,1939,1872,22867,12,12,100
34-013,34,female,PITCH,Filtering,Filtering_1,2370,2137,2557,26910,9,12,75
34-013,34,female,PITCH,Correlation,Correlation_1,1735,1735,,20823,12,12,100
34-013,34,female,PITCH,Correlation,Correlation_2,2500,,2500,29328,11,12,92

=== RAW DATA ===
Subject,Age,Gender,Group,Stage,BlockID,Trial,Odor,Pitch,Congruency,Response,Correction,RT_ms
34-013,34,female,PITCH,Baseline,Baseline_1,1,PEA,482,incongruent,B,correct,1605
34-013,34,female,PITCH,Baseline,Baseline_1,2,PEA,482,incongruent,B,correct,2228
34-013,34,female,PITCH,Baseline,Baseline_1,3,PEA,745,congruent,V,correct,1922
34-013,34,female,PITCH,Baseline,Baseline_1,4,PEA,482,incongruent,B,correct,1244
34-013,34,female,PITCH,Baseline,Baseline_1,5,PEA,745,congruent,V,correct,1774
34-013,34,female,PITCH,Baseline,Baseline_1,6,PEA,482,incongruent,B,correct,1984
34-013,34,female,PITCH,Baseline,Baseline_1,7,PEA,745,congruent,V,correct,3755
34-013,34,female,PITCH,Baseline,Baseline_1,8,PEA,745,congruent,V,correct,2007
34-013,34,female,PITCH,Baseline,Baseline_1,9,PEA,745,congruent,V,correct,2111
34-013,34,female,PITCH,Baseline,Baseline_1,10,PEA,482,incongruent,B,correct,2114
34-013,34,female,PITCH,Baseline,Baseline_1,11,PEA,745,congruent,V,correct,1789
34-013,34,female,PITCH,Baseline,Baseline_1,12,PEA,482,incongruent,B,correct,2340
34-013,34,female,PITCH,Baseline,Baseline_2,1,Indole,745,incongruent,V,correct,1620
34-013,34,female,PITCH,Baseline,Baseline_2,2,Indole,482,congruent,B,correct,1626
34-013,34,female,PITCH,Baseline,Baseline_2,3,Indole,482,congruent,B,correct,2353
34-013,34,female,PITCH,Baseline,Baseline_2,4,Indole,745,incongruent,V,correct,2347
34-013,34,female,PITCH,Baseline,Baseline_2,5,Indole,745,incongruent,V,correct,1371
34-013,34,female,PITCH,Baseline,Baseline_2,6,Indole,482,congruent,B,correct,2259
34-013,34,female,PITCH,Baseline,Baseline_2,7,Indole,482,congruent,B,correct,1030
