=== SUMMARY BY STAGE ===
Subject,Age,Gender,Group,Stage,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Correct_Count,Total_Count,Accuracy_Percent
27,26,female,ODOR,Baseline,3233,3417,3031,21,24,88
27,26,female,ODOR,Filtering,3712,3864,3560,10,12,83
27,26,female,ODOR,Correlation,3665,2714,4722,19,24,79

=== SUMMARY BY BLOCK ===
Subject,Age,Gender,Group,Stage,BlockID,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Total_Block_Time_ms,Correct_Count,Total_Count,Accuracy_Percent
27,26,female,ODOR,Baseline,Baseline_1,2995,3011,2979,38773,10,12,83
27,26,female,ODOR,Baseline,Baseline_2,3449,3755,3082,41580,11,12,92
27,26,female,ODOR,Correlation,Correlation_1,4722,,4722,55501,9,12,75
27,26,female,ODOR,Correlation,Correlation_2,2714,2714,,36235,10,12,83
27,26,female,ODOR,Filtering,Filtering_1,3712,3864,3560,43918,10,12,83

=== RAW DATA ===
Subject,Age,Gender,Group,Stage,BlockID,Trial,Odor,Pitch,Congruency,Response,Correction,RT_ms
27,26,female,ODOR,Baseline,Baseline_1,1,PEA,745,congruent,V,correct,2898
27,26,female,ODOR,Baseline,Baseline_1,2,Indole,745,incongruent,B,correct,2853
27,26,female,ODOR,Baseline,Baseline_1,3,Indole,745,incongruent,B,correct,3102
27,26,female,ODOR,Baseline,Baseline_1,4,PEA,745,congruent,B,incorrect,2877
27,26,female,ODOR,Baseline,Baseline_1,5,Indole,745,incongruent,B,correct,1414
27,26,female,ODOR,Baseline,Baseline_1,6,PEA,745,congruent,V,correct,4084
27,26,female,ODOR,Baseline,Baseline_1,7,PEA,745,congruent,V,correct,3101
27,26,female,ODOR,Baseline,Baseline_1,8,Indole,745,incongruent,B,correct,3841
27,26,female,ODOR,Baseline,Baseline_1,9,Indole,745,incongruent,V,incorrect,5942
27,26,female,ODOR,Baseline,Baseline_1,10,PEA,745,congruent,V,correct,3364
27,26,female,ODOR,Baseline,Baseline_1,11,Indole,745,incongruent,B,correct,3687
27,26,female,ODOR,Baseline,Baseline_1,12,PEA,745,congruent,V,correct,1610
27,26,female,ODOR,Baseline,Baseline_2,1,PEA,482,incongruent,B,incorrect,3639
27,26,female,ODOR,Baseline,Baseline_2,2,Indole,482,congruent,B,correct,3006
27,26,female,ODOR,Baseline,Baseline_2,3,PEA,482,incongruent,V,correct,3340
27,26,female,ODOR,Baseline,Baseline_2,4,Indole,482,congruent,B,correct,2614
27,26,female,ODOR,Baseline,Baseline_2,5,Indole,482,congruent,B,correct,3365
27,26,female,ODOR,Baseline,Baseline_2,6,PEA,482,incongruent,V,correct,5599
27,26,female,ODOR,Baseline,Baseline_2,7,Indole,482,congruent,B,correct,3986
27,26,female,ODOR,Baseline,Baseline_2,8,PEA,482,incongruent,V,correct,1387
27,26,female,ODOR,Baseline,Baseline_2,9,Indole,482,congruent,B,correct,6056
27,26,female,ODOR,Baseline,Baseline_2,10,PEA,482,incongruent,V,correct,3093
27,26,female,ODOR,Baseline,Baseline_2,11,PEA,482,incongruent,V,correct,1990
27,26,female,ODOR,Baseline,Baseline_2,12,Indole,482,congruent,B,correct,3505
27,26,female,ODOR,Correlation,Correlation_1,1,PEA,482,incongruent,V,correct,4631
27,26,female,ODOR,Correlation,Correlation_1,2,Indole,745,incongruent,B,correct,2933
27,26,female,ODOR,Correlation,Correlation_1,3,PEA,482,incongruent,V,correct,8532
27,26,female,ODOR,Correlation,Correlation_1,4,Indole,745,incongruent,V,incorrect,3754
27,26,female,ODOR,Correlation,Correlation_1,5,PEA,482,incongruent,V,correct,5416
27,26,female,ODOR,Correlation,Correlation_1,6,Indole,745,incongruent,B,correct,3958
27,26,female,ODOR,Correlation,Correlation_1,7,Indole,745,incongruent,B,correct,3643
27,26,female,ODOR,Correlation,Correlation_1,8,PEA,482,incongruent,V,correct,3861
27,26,female,ODOR,Correlation,Correlation_1,9,PEA,482,incongruent,V,correct,4825
27,26,female,ODOR,Correlation,Correlation_1,10,Indole,745,incongruent,B,correct,4701
27,26,female,ODOR,Correlation,Correlation_1,11,Indole,745,incongruent,V,incorrect,2994
27,26,female,ODOR,Correlation,Correlation_1,12,PEA,482,incongruent,B,incorrect,6253
27,26,female,ODOR,Correlation,Correlation_2,1,Indole,482,congruent,B,correct,1745
27,26,female,ODOR,Correlation,Correlation_2,2,PEA,745,congruent,V,correct,2736
27,26,female,ODOR,Correlation,Correlation_2,3,Indole,482,congruent,B,correct,2421
27,26,female,ODOR,Correlation,Correlation_2,4,PEA,745,congruent,V,correct,2493
27,26,female,ODOR,Correlation,Correlation_2,5,PEA,745,congruent,V,correct,1693
27,26,female,ODOR,Correlation,Correlation_2,6,Indole,482,congruent,V,incorrect,3473
27,26,female,ODOR,Correlation,Correlation_2,7,PEA,745,congruent,V,correct,3249
27,26,female,ODOR,Correlation,Correlation_2,8,Indole,482,congruent,V,incorrect,5621
27,26,female,ODOR,Correlation,Correlation_2,9,PEA,745,congruent,V,correct,3811
27,26,female,ODOR,Correlation,Correlation_2,10,Indole,482,congruent,B,correct,3663
27,26,female,ODOR,Correlation,Correlation_2,11,PEA,745,congruent,V,correct,2434
27,26,female,ODOR,Correlation,Correlation_2,12,Indole,482,congruent,B,correct,2896
27,26,female,ODOR,Filtering,Filtering_1,1,PEA,745,congruent,V,correct,2446
27,26,female,ODOR,Filtering,Filtering_1,2,Indole,482,congruent,B,correct,5677
27,26,female,ODOR,Filtering,Filtering_1,3,PEA,482,incongruent,V,correct,4927
27,26,female,ODOR,Filtering,Filtering_1,4,Indole,745,incongruent,V,incorrect,3604
