=== SUMMARY BY STAGE ===
Subject,Age,Gender,Group,Stage,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Correct_Count,Total_Count,Accuracy_Percent
30-011,30,female,ODOR,Baseline,2160,2293,2040,21,24,88
30-011,30,female,ODOR,Filtering,2884,2412,3356,12,12,100
30-011,30,female,ODOR,Correlation,2602,2407,2781,23,24,96

=== SUMMARY BY BLOCK ===
Subject,Age,Gender,Group,Stage,BlockID,Mean_RT_ms,Mean_RT_Congruent,Mean_RT_Incongruent,Total_Block_Time_ms,Correct_Count,Total_Count,Accuracy_Percent
30-011,30,female,ODOR,Baseline,Baseline_1,2276,2992,1704,26759,9,12,75
30-011,30,female,ODOR,Baseline,Baseline_2,2073,1827,2319,24880,12,12,100
30-011,30,female,ODOR,Filtering,Filtering_1,2884,2412,3356,34608,12,12,100
30-011,30,female,ODOR,Correlation,Correlation_1,2407,2407,,27695,11,12,92
30-011,30,female,ODOR,Correlation,Correlation_2,2781,,2781,33373,12,12,100

=== RAW DATA ===
Subject,Age,Gender,Group,Stage,BlockID,Trial,Odor,Pitch,Congruency,Response,Correction,RT_ms
30-011,30,female,ODOR,Baseline,Baseline_1,1,PEA,482,incongruent,B,correct,1216
30-011,30,female,ODOR,Baseline,Baseline_1,2,PEA,745,congruent,V,correct,2305
30-011,30,female,ODOR,Baseline,Baseline_1,3,PEA,745,congruent,V,correct,4129
30-011,30,female,ODOR,Baseline,Baseline_1,4,PEA,482,incongruent,V,incorrect,1947
30-011,30,female,ODOR,Baseline,Baseline_1,5,PEA,482,incongruent,B,correct,1951
30-011,30,female,ODOR,Baseline,Baseline_1,6,PEA,745,congruent,B,incorrect,2494
30-011,30,female,ODOR,Baseline,Baseline_1,7,PEA,482,incongruent,B,correct,2263
30-011,30,female,ODOR,Baseline,Baseline_1,8,PEA,745,congruent,V,correct,2626
30-011,30,female,ODOR,Baseline,Baseline_1,9,PEA,745,congruent,B,incorrect,1830
30-011,30,female,ODOR,Baseline,Baseline_1,10,PEA,482,incongruent,B,correct,1618
30-011,30,female,ODOR,Baseline,Baseline_1,11,PEA,745,congruent,V,correct,2908
30-011,30,female,ODOR,Baseline,Baseline_1,12,PEA,482,incongruent,B,correct,1472
30-011,30,female,ODOR,Baseline,Baseline_2,1,Indole,745,incongruent,V,correct,1709
30-011,30,female,ODOR,Baseline,Baseline_2,2,Indole,745,incongruent,V,correct,1790
30-011,30,female,ODOR,Baseline,Baseline_2,3,Indole,482,congruent,B,correct,1914
30-011,30,female,ODOR,Baseline,Baseline_2,4,Indole,745,incongruent,V,correct,2278
30-011,30,female,ODOR,Baseline,Baseline_2,5,Indole,745,incongruent,V,correct,3836
30-011,30,female,ODOR,Baseline,Baseline_2,6,Indole,482,congruent,B,correct,2033
30-011,30,female,ODOR,Baseline,Baseline_2,7,Indole,482,congruent,B,correct,2265
30-011,30,female,ODOR,Baseline,Baseline_2,8,Indole,745,incongruent,V,correct,1999
30-011,30,female,ODOR,Baseline,Baseline_2,9,Indole,482,congruent,B,correct,1643
30-011,30,female,ODOR,Baseline,Baseline_2,10,Indole,745,incongruent,V,correct,2304
30-011,30,female,ODOR,Baseline,Baseline_2,11,Indole,482,congruent,B,correct,1501
30-011,30,female,ODOR,Baseline,Baseline_2,12,Indole,482,congruent,B,correct,1608
30-011,30,female,ODOR,Filtering,Filtering_1,1,PEA,745,congruent,V,correct,2645
30-011,30,female,ODOR,Filtering,Filtering_1,2,PEA,482,incongruent,B,correct,3707
30-011,30,female,ODOR,Filtering,Filtering_1,3,PEA,745,congruent,V,correct,2670
30-011,30,female,ODOR,Filtering,Filtering_1,4,Indole,482,congruent,B,correct,2402
30-011,30,female,ODOR,Filtering,Filtering_1,5,PEA,482,incongruent,B,correct,3938
30-011,30,female,ODOR,Filtering,Filtering_1,6,Indole,745,incongruent,V,correct,3175
30-011,30,female,ODOR,Filtering,Filtering_1,7,PEA,482,incongruent,B,correct,3399
30-011,30,female,ODOR,Filtering,Filtering_1,8,Indole,482,congruent,B,correct,1930
30-011,30,female,ODOR,Filtering,Filtering_1,9,PEA,745,congruent,V,correct,2418
30-011,30,female,ODOR,Filtering,Filtering_1,10,Indole,482,congruent,B,correct,2410
30-011,30,female,ODOR,Filtering,Filtering_1,11,Indole,745,incongruent,V,correct,2673
30-011,30,female,ODOR,Filtering,Filtering_1,12,Indole,745,incongruent,V,correct,3241
30-011,30,female,ODOR,Correlation,Correlation_1,1,Indole,482,congruent,B,correct,1698
30-011,30,female,ODOR,Correlation,Correlation_1,2,PEA,745,congruent,V,correct,2050
30-011,30,female,ODOR,Correlation,Correlation_1,3,PEA,745,congruent,V,correct,4199
30-011,30,female,ODOR,Correlation,Correlation_1,4,PEA,745,congruent,V,correct,2802
30-011,30,female,ODOR,Correlation,Correlation_1,5,PEA,745,congruent,V,correct,3593
30-011,30,female,ODOR,Correlation,Correlation_1,6,PEA,745,congruent,V,correct,3213
30-011,30,female,ODOR,Correlation,Correlation_1,7,Indole,482,congruent,B,correct,1280
30-011,30,female,ODOR,Correlation,Correlation_1,8,Indole,482,congruent,B,correct,1948
30-011,30,female,ODOR,Correlation,Correlation_1,9,Indole,482,congruent,B,correct,1290
30-011,30,female,ODOR,Correlation,Correlation_1,10,Indole,482,congruent,B,correct,1986
30-011,30,female,ODOR,Correlation,Correlation_1,11,PEA,745,congruent,V,correct,2417
